order_id,restaurant_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating
1d8a1398,c00f73d6,0d3a9701,2024-12-16,13:07,38,1209.35,9,Wallet,4.5
ead51c66,a8e96359,557397be,2024-07-24,21:59,86,1297.59,9,Credit Card,4.5
59e8aebe,428f55af,2146b37a,2024-08-02,21:39,72,223.93,3,Credit Card,1.9
8b419fd1,45de4a55,1e20eb3c,2024-11-27,15:55,57,1246.5,10,Net Banking,1.9
f4f40336,e2cb1c1a,c83ccd8c,2024-04-15,22:29,84,264.52,6,Wallet,1.9
ba004d68,a961a847,5eda8d83,2024-09-24,17:13,81,1123.86,7,COD,1.2
d30950c9,19024cdd,5bdc307a,2024-12-18,0:49,88,456.04,2,Wallet,4.3
ef16046a,60975764,c1209cf4,2024-08-26,7:51,41,846.72,9,Wallet,1.6
93cec07f,eff14efc,9aef1231,2024-05-18,0:32,16,985.95,7,Wallet,2.3
aebab287,e400d871,a9e2f3f2,2024-05-28,20:36,74,412.89,7,Credit Card,4.2
7d707cbe,19b0294a,aeeb7dfc,2024-04-23,8:12,38,1967.99,10,UPI,3.4
a07b0375,100a811e,3689d85c,2024-02-11,9:09,38,1078.42,10,Net Banking,3.4
4a3cb0de,c2e70208,4c2d0194,2024-08-22,15:37,61,1607.53,1,Net Banking,3.5
243c0654,84ed73ad,22ac2ae6,2024-02-04,1:43,69,1188.35,3,UPI,4.9
031979ff,e66a8f3a,b9dadb33,2024-12-22,17:16,70,1894.82,8,Wallet,4.8
3f5b9d08,e400d871,cea5f8f5,2024-06-03,11:37,63,901.6,9,COD,4.8
b0b7d620,4757a19b,1aa0d0ac,2024-09-26,17:33,20,822.46,5,Credit Card,2.6
dab752d5,427b24bc,4857e3bc,2024-01-24,4:38,19,1968.33,1,Net Banking,3.7
f5836f4d,5fef57bb,33255f70,2024-05-14,18:08,75,1860.85,4,Net Banking,2.3
0f5856fa,3de9ffca,7799b923,2024-06-27,21:42,19,1565.5,2,Net Banking,2.5
a05ff684,4eab0c83,9d114e38,2024-03-09,5:58,75,1215.3,5,Wallet,4.5
a99bc8eb,331effe2,41706093,2024-11-16,4:34,42,1907.63,7,UPI,3.9
57f2b827,2f6d7840,428c3b07,2024-10-05,1:54,71,1789.75,8,UPI,1.8
b23f4274,6436832c,90aa1c2a,2024-08-19,2:38,66,429.9,6,Credit Card,2.9
f399e631,2555af08,6b00248f,2024-01-04,17:08,73,1282.68,9,Net Banking,2
f9560f66,0736af8f,a226e5f6,2024-05-20,17:03,50,880.03,9,Credit Card,1.9
dae34722,6903437e,88fa31b3,2024-04-05,11:11,36,1199.27,7,Credit Card,3.1
3e076524,14847f96,017ec67c,2024-12-26,7:46,74,1042.81,3,COD,4.9
7a68eff4,bc4f828e,6350811d,2024-04-12,12:37,42,1583.33,6,COD,2.4
63fbe0d7,427b24bc,9214df49,2024-04-18,19:22,78,218.3,7,Credit Card,4.4
56fa32d4,09316a70,dd8ba3af,2024-02-03,22:00,63,1367.94,9,Credit Card,3.5
01128fab,b7445b6d,71527b51,2024-10-28,16:38,33,818.96,3,UPI,1.1
d7abf635,0f558c3e,278251ba,2024-08-21,18:22,69,1844.78,6,Credit Card,2
b9d14b77,aef029e0,ece7babc,2024-03-20,14:12,33,1323.59,6,COD,4.2
31a53c6f,847bbe2e,4.72E+08,2024-02-01,23:26,25,1689.06,5,Wallet,4.3
1b16736e,2c3d36ef,bf7892eb,2024-10-11,16:39,60,181.35,5,Credit Card,3.2
e537dff3,c2e70208,83e8700b,2024-07-02,11:43,65,1627.97,10,UPI,3.4
fd543722,a05e429d,04dfe78f,2024-05-09,22:58,22,509.42,2,UPI,2.6
3b03d862,70c91766,4e48f67e,2024-08-28,3:28,28,259.64,9,Credit Card,3.4
9.21E+08,3146ef85,e3d21485,2024-03-27,5:37,83,1639.43,10,COD,3.6
7173de2a,041f63d9,084bc75c,2024-07-16,22:41,34,664.78,9,Wallet,3.7
7426ae36,dfb8f48c,9ef03d19,2024-05-07,23:41,46,1457.38,9,Wallet,2.3
186e81c7,1bac8755,62e51d50,2024-02-19,20:21,64,1975.18,9,COD,3.3
99c35940,4fbd9363,abfad72f,2024-04-06,20:08,60,1624.68,7,COD,4.2
226f7274,8a592a8a,34397004,2024-10-05,9:29,26,1743.44,10,Net Banking,1.3
6c3cabf4,405ed20c,54c324f5,2024-09-13,18:05,17,841.32,2,Net Banking,4.2
d540ba34,c1244b75,e1cef018,2024-02-16,18:50,46,1362.21,4,Credit Card,1.1
2749957c,2aca810f,15506266,2024-01-05,1:53,41,291.44,6,Credit Card,2.1
764e2b4c,b0b312af,b70de2df,2024-01-03,13:05,24,876.34,2,Credit Card,1.4
4d65de9f,71764226,0192ee29,2024-09-14,15:47,28,392.12,5,UPI,3.8
50ec6a5f,b05fd083,8bca5915,2024-09-12,6:56,57,1822.13,5,Credit Card,2.3
0c4bd80c,c318e94b,cb8481bb,2024-03-17,18:27,54,884.42,1,UPI,1.6
0659f33e,fc36ce35,d90abdd4,2024-09-26,18:16,67,1818.79,2,Net Banking,1.5
dd8c1eea,92f9c1c0,5f922592,2024-05-14,6:53,58,1048.92,5,UPI,4.5
59c59b04,6ca2cb4a,7889c9fb,2024-07-21,8:05,53,1525.78,1,Net Banking,3.7
5ebfee45,24efe3fc,82e54e56,2024-06-15,5:37,32,1985.56,2,Wallet,1.1
16c34727,3988bf2c,287701a5,2024-04-12,11:38,27,1628.65,4,UPI,2.9
516ee861,defef2cd,92edf6f7,2024-10-13,14:48,61,623.03,5,Credit Card,3.1
8.76E+06,dd498b6e,c713d167,2024-03-24,22:46,49,1682.69,9,Wallet,2.4
bea78c8a,8a11d347,080d4b75,2024-07-03,20:54,38,588.35,2,Credit Card,5
e8355efc,0acdd646,658b222d,2024-11-02,21:36,80,197.86,2,COD,3.6
ac1511bb,f8e51c71,06345a4d,2024-06-15,15:23,75,1079.68,7,COD,3.7
46dd21cc,ea525a43,2aab64d4,2024-08-19,4:42,23,1812.19,3,Credit Card,2.4
98f42b06,55c18a95,c9c7731c,2024-07-03,19:26,79,1061.69,4,UPI,3.6
79256ee9,12205eb5,b1bd262f,2024-01-11,6:53,60,235.63,2,Credit Card,2.8
3fba2b7c,400c131f,f9966345,2024-08-27,12:24,51,391.24,7,Net Banking,3.5
cb03d7d3,14fc6669,2f4199f9,2024-12-20,6:53,72,1901.82,5,Credit Card,1.2
a531f386,52758fa7,b1e1bef0,2024-08-20,6:11,29,1088.17,5,UPI,4.1
5c8b1969,08a1f696,910b33ee,2024-10-15,5:17,66,533.91,10,COD,2.2
6ef9d25a,2c3cc546,64be9d87,2024-05-07,11:50,37,1247.61,7,Wallet,3.6
3c0db1b6,847bbe2e,2455faa0,2024-02-06,8:27,49,416.81,3,COD,4.4
318ae142,bfbb1501,708a2719,2024-03-12,9:54,71,1212.15,7,Net Banking,3.5
c6481c79,4da1655b,dfbc591d,2024-10-06,17:28,75,547.49,3,COD,1.3
05cb0799,1bac8755,951c8ba4,2024-11-02,9:43,46,1783.68,5,UPI,2
8c915648,e11f3ddf,4e6c28da,2024-10-25,5:36,53,606.39,10,Credit Card,2.1
d0d1e668,acf7c6f8,af40b88d,2024-02-21,22:36,56,572.23,2,Net Banking,3.7
e81c9c6d,40dc81ce,41afec25,2024-04-10,4:37,20,991.77,7,Wallet,2.8
0874451d,f5f0a3d7,15cf8a06,2024-04-07,14:17,75,1181.36,3,Net Banking,4.2
ea824c06,4c130690,6fa0cc18,2024-08-05,8:04,36,833.41,3,Net Banking,1.8
5924ad4c,72e541fb,5696cb65,2024-09-09,1:50,88,102.33,5,Wallet,2.4
2a500879,8bb9a4b0,183e921c,2024-08-28,5:29,55,1503.11,10,Wallet,1.8
a8677170,cfb0cf14,0f510736,2024-07-03,17:48,50,1837.73,10,COD,1.6
0aa7719e,fb67202e,2c0b6e7d,2024-09-28,7:40,89,1959.53,6,COD,5
91d87a85,dddddf29,3a38144f,2024-08-23,20:33,63,1131.1,1,UPI,4.9
7b4d13cf,041f63d9,9aeb05df,2024-09-16,23:28,30,628.99,7,Credit Card,3.2
ed0c9de1,d9e2c443,3cfe1c58,2024-05-25,4:16,25,1170.58,1,Net Banking,4.9
f641fa1c,3e7f7fbe,14b3768e,2024-08-21,1:25,50,1622.27,1,Credit Card,4.3
da8b9568,ee9f310d,75342831,2024-12-03,2:08,47,1828.11,1,Credit Card,2.5
51603ccf,c71efa45,070d2b31,2024-05-19,14:16,32,767.88,2,UPI,4.2
71b83d54,cdc4d7ec,5987551a,2024-08-27,13:17,88,679.8,4,UPI,3.5
35e239f8,87ef9500,9640b521,2024-10-15,20:35,16,108.41,8,COD,4.4
a5f9c807,02b6d096,40af73f8,2024-10-18,23:02,22,752.59,10,Net Banking,3.3
94a79736,dfb8f48c,a83b6fe4,2024-02-21,16:24,51,1362.38,4,UPI,2.4
e4e95547,8f1605c1,cc4f395d,2024-10-16,6:40,76,1224.63,8,Wallet,3.9
8b763da2,e7e88763,d95f1693,2024-06-18,18:49,62,1997.57,6,Credit Card,2.5
13419b52,73572274,45534313,2024-05-28,2:55,87,1530.4,5,COD,3
ce3ed474,ee6e78d8,99bc4745,2024-08-09,11:02,76,1413.64,3,Net Banking,3.8
0bc345ca,93c01c5b,3c67ed28,2024-05-11,3:48,62,283.44,10,UPI,4.3
d25a9c3d,d6ee2ff4,ae8f9642,2024-08-23,16:55,29,1126.97,5,UPI,4.1
ca7a914e,1bac8755,10454944,2024-07-23,14:56,47,1066.08,5,UPI,4
9a465cf2,81bc33da,92fafa50,2024-03-02,15:09,56,1162.97,5,UPI,2.7
2eae4bc5,d92b984c,2531a634,2024-09-11,19:12,56,666.22,10,COD,4.2
11f564b3,57c584c5,a3340a02,2024-04-22,0:38,20,804.7,1,Net Banking,3.9
0a1f4f88,e9c95f1f,0cc02e38,2024-06-11,2:08,86,655.72,7,UPI,3.4
c5fd4a73,f8088575,03a01369,2024-04-25,5:59,75,1167.68,9,Wallet,4.6
4d1b52d2,3ef529e5,f0d097a9,2024-11-19,15:47,34,1218.44,4,COD,2.9
9c8ad94d,dbcaa61c,5598fb4b,2024-02-16,10:12,75,671.47,9,UPI,2.9
f3525a84,2.74E+12,430a18af,2024-04-19,16:59,83,1252.02,2,Net Banking,3.4
ca0f758c,8060001b,97205c94,2024-05-27,17:02,47,1957.17,1,Net Banking,4.6
bcd6ff8b,da6baa40,ba8ad78b,2024-11-19,21:01,25,419.54,2,UPI,3.6
9e017044,04a74418,b2afb318,2024-07-20,20:37,53,1501.67,1,COD,1.5
38a6298b,5aa4df12,31f8edaa,2024-03-03,12:52,44,291.06,1,COD,4.3
d888597d,7a6b060d,514dab0a,2024-08-03,19:51,40,672.28,2,Credit Card,1.4
262db4d8,70f4dfa8,2ae87a3b,2024-05-06,3:35,64,706.74,3,Credit Card,2.6
03dc9033,00d33951,49ff77dd,2024-02-17,7:59,62,572.91,10,UPI,1.4
e19846b6,57c584c5,d2155e0e,2024-11-01,12:36,23,645.48,9,UPI,3.2
84ae0e8e,026ab181,2b21cca7,2024-02-01,12:34,74,1940.99,10,Wallet,3.8
0db28c2e,b20eb992,e2fa5624,2024-01-12,0:35,20,285.57,1,Net Banking,3.7
56e20323,5bf5607c,ae54bdce,2024-10-15,23:10,23,767.4,5,Net Banking,3.1
31a53e9b,3da5daa9,d50efab4,2024-10-09,12:59,66,912.01,2,Credit Card,4.4
35f48610,e66a8f3a,4261173d,2024-01-28,5:20,25,1985.3,6,UPI,1.4
a6221d77,fc6028ff,4a6e374b,2024-07-13,2:17,24,1779.51,2,Wallet,3
c74731bd,97ba5c47,ea3187b8,2024-05-14,15:57,30,655.33,3,COD,1.3
dbf5bc6b,71098659,d7206979,2024-12-02,9:47,44,1467.64,5,Wallet,4.2
4cbb319d,4c130690,fd50ccb9,2024-07-17,8:39,60,1308.96,9,Wallet,2.1
7e1fd6b0,12205eb5,0fb6988b,2024-09-28,22:42,19,1160.94,4,Net Banking,2.1
5692b8f1,2c89fe67,203c4bc1,2024-03-22,13:34,62,794.64,4,COD,2
8364ebc7,4d9244b9,03d82933,2024-02-25,18:54,18,527.32,8,UPI,1.8
1799b53f,aabdedd3,d78ebcc3,2024-08-03,12:14,33,141.24,4,Net Banking,3.3
00368cb2,aa60bbe4,72dcc9e8,2024-11-14,16:53,37,1022.63,6,Net Banking,4.4
09df88b1,fb67202e,a3b2c888,2024-07-10,17:48,75,1910.38,7,Net Banking,3.1
7e978c7a,14f8c226,b5deebd4,2024-11-16,18:00,61,122.61,9,UPI,2.8
fc06642c,a9239ac0,828ea864,2024-02-28,20:29,44,795.48,2,Wallet,3.7
062cb5a1,dfd043a7,7b6283b9,2024-01-21,23:33,17,1389.57,1,Net Banking,4.3
ca98222e,a638af19,b1cbff08,2024-04-10,10:53,26,1685.94,4,COD,2.6
f24a8eca,d9e2c443,2649f51d,2024-04-08,18:23,45,213.42,7,Wallet,2.3
e9f121e1,bf0d16e8,69ca6287,2024-10-05,11:50,83,1027.21,4,Wallet,3.3
96b67ec0,fd976e0e,55f25760,2024-04-24,14:46,16,1099.82,2,UPI,4.4
45b98158,4e9bfa3e,e57c4e89,2024-01-14,12:12,38,1007.38,1,Credit Card,4.3
e811420e,72e541fb,6a3576d6,2024-01-04,3:41,17,1043.62,4,COD,4.5
49d4d575,1bac8755,7e6e5d92,2024-02-19,8:27,78,251.51,7,Net Banking,4
8685981b,0b69f56b,0eb8339d,2024-05-14,22:10,42,238.64,2,UPI,3.5
d4b16827,2850b98f,ffd0fa06,2024-07-03,9:06,27,247.92,7,Wallet,3.7
345a6539,55c18a95,57577979,2024-04-25,13:22,82,1395.78,1,COD,4.5
77340761,870f6ec5,d36d65c2,2024-11-02,6:53,20,671.56,4,COD,3.7
ddad27a1,bf5bf6cd,e9b9b06e,2024-07-11,21:07,56,348.23,3,Wallet,4.2
efce4562,bd857157,3b371b49,2024-12-08,12:09,74,131.58,1,Credit Card,3.4
7723a49f,d9c56a1e,b614776d,2024-07-21,5:20,75,327.62,6,Net Banking,4.2
8c01d44c,9bff4316,ecca0802,2024-02-03,4:08,55,501.94,4,Credit Card,4.9
1a91cbf3,528a4810,675e16d5,2024-05-05,3:07,73,1435.62,4,COD,1.3
b4d300bb,e1850efc,7b01884c,2024-07-02,23:39,85,1764.74,4,Net Banking,1.8
90e11e94,7626f7ad,e61c27de,2024-09-23,17:16,22,543.11,3,UPI,4.4
de29a4dd,2c3d36ef,cbd85e53,2024-05-26,11:03,88,1113.43,10,Wallet,1.7
0c86c6f3,60975764,1bb59315,2024-06-12,9:44,33,681.38,5,UPI,2.4
ecf84fa1,7e7abb6c,7c880b30,2024-07-18,8:07,27,132.97,4,Net Banking,1.3
669ca38a,14f8c226,c25e97ad,2024-08-22,1:50,74,686.7,7,UPI,5
a47c4069,f8e51c71,cf1d4a45,2024-03-19,21:25,69,1297.63,2,COD,4.8
7a71e479,4fbd9363,461a45bf,2024-11-09,21:59,76,1400.46,7,Net Banking,3.5
1ca6b95a,587046b8,b534c4cc,2024-11-27,4:04,74,161.64,1,Net Banking,2.3
6d026202,6436832c,97a92e08,2024-04-28,2:57,79,369.93,10,Wallet,4.5
477e2eb8,4e9bfa3e,880c0f9f,2024-11-03,10:48,81,1112.01,5,Wallet,1.8
7d3c3cee,2f64e220,94de3e29,2024-06-10,19:11,79,126.69,8,Credit Card,1.3
3b450a1f,71098659,685ea472,2024-07-02,14:51,66,1989.27,10,COD,4.4
1c6fd489,8fc1a811,28b68b4e,2024-07-18,2:40,30,489.86,9,Wallet,3.5
918d7ffe,6436832c,5aae0868,2024-07-03,5:54,58,1488.98,3,UPI,2.2
cbec8837,06bbd4b4,3428c524,2024-06-06,0:05,76,884.94,3,UPI,2.6
0a1c6046,c2e70208,84819287,2024-02-03,13:20,62,690.53,1,Wallet,4.2
7067aa46,d92b984c,15cab87f,2024-12-18,20:17,83,188.69,8,Wallet,3.7
6729561f,ec9059b5,88d11149,2024-03-02,21:22,81,1641.34,9,Credit Card,2.9
7f0a924c,369bf88e,fc2174c4,2024-12-07,12:42,22,1366.81,7,Net Banking,1.5
7a069b06,557552d0,863f60e4,2024-06-28,16:00,45,418.84,3,Net Banking,3.2
680c085e,1c6eb160,cdd67c52,2024-01-03,15:57,20,1663.09,3,COD,3
8f4a9e4e,1969672f,217d2b7e,2024-10-04,18:36,79,1215.79,9,COD,4.6
ee2e1278,43979058,fe77e672,2024-07-26,1:09,62,214.12,8,Wallet,2.9
0f5b2b0d,951b096d,aed0da53,2024-08-02,10:20,24,1196.26,1,COD,4.5
67e2fd4d,87ba0b62,b2d0a7c5,2024-10-26,8:14,74,455.97,6,UPI,4.5
28f592a3,a70ed7db,1efbfeb1,2024-05-01,11:21,17,1756.27,9,COD,3.4
d2cfe178,318ca5a5,58cde798,2024-04-12,16:55,39,633.97,5,COD,2.8
d2fe365d,4f2f2dc8,6d9e802f,2024-07-23,14:56,53,886.98,5,Net Banking,4.4
bee17367,fc2e99c5,1dcef338,2024-08-17,23:59,50,1021.94,8,COD,1.2
b4d2bbb4,9b19ea60,4ab0f69b,2024-08-21,10:39,54,1351.28,5,UPI,2.9
5e236d7e,b20eb992,b79dc2d8,2024-02-06,15:08,82,1402.81,4,Credit Card,2.2
25dbe370,fc36ce35,2a3239e8,2024-06-07,18:01,60,682.23,4,Credit Card,4.5
49ffc800,9.98E+08,c40d9dc9,2024-09-10,4:45,41,1975.43,3,UPI,1.2
1ebdfa38,7e7abb6c,5b723665,2024-11-15,12:30,47,1750.38,7,COD,4.6
c9e967d1,57c584c5,c7c90190,2024-07-07,0:08,24,474.24,4,UPI,2.6
8d3d9b81,9ff72da6,bb8c800f,2024-07-23,4:12,77,434.42,5,Credit Card,1.1
807b6de5,8fc1a811,8ad1a37e,2024-04-12,11:25,78,1657.3,5,UPI,2.5
8a682c4e,74582012,f504250a,2024-12-07,6:22,39,787.02,9,Wallet,3.2
31b8b6d4,b8128f8d,be1fd827,2024-10-13,9:19,68,1992.57,1,UPI,2.8
a091802a,84ed73ad,d61996fe,2024-04-08,7:34,63,673.33,9,Wallet,3
1b0f313c,eb4d18c6,9785929b,2024-10-26,22:37,89,870.47,8,Net Banking,4.4
a9ef9668,368c8202,2addbc9a,2024-12-13,15:14,28,239.13,5,Net Banking,2
8e5b29ef,e8ffd0d6,8f2d216b,2024-06-16,23:04,22,1841.88,7,UPI,3
90264434,3988bf2c,d8bf7ab4,2024-02-16,19:46,29,573.92,6,Wallet,1.2
f380da90,bbd3019c,ef927bb8,2024-10-05,16:40,66,355.59,4,Net Banking,4.6
b15cc760,78dddfb3,a16f8bb0,2024-07-18,13:41,26,112.11,8,Net Banking,4.3
c779b4e4,8a592a8a,c1051d40,2024-10-15,10:53,45,730.16,4,Credit Card,4.9
5fa8a666,59e6659c,9107deda,2024-11-22,21:35,53,687.51,5,COD,4.1
a553e928,4290a87b,45d9255c,2024-07-14,2:09,37,1034.73,7,Wallet,3.1
bc68290a,08ba20de,37b1a40d,2024-02-11,17:50,85,1409.91,9,COD,3.3
ff5fdbf8,cb476aae,6efb436f,2024-04-21,1:49,54,1355.86,6,COD,4
96a406e1,8810c9aa,6bb8eddf,2024-08-10,5:57,77,1391.16,8,Credit Card,3.6
ab16e5a9,c5fe740c,7f520328,2024-09-21,17:43,73,1254.63,5,Net Banking,3.8
d52384e1,1935fe99,fb0110fe,2024-07-22,21:40,66,208.13,1,UPI,4.9
799f39e0,51bc9499,2.16E+72,2024-11-02,9:11,88,1335.93,4,COD,4.5
33762c70,93c01c5b,2910ff77,2024-09-05,3:19,46,1370.46,4,Wallet,1.8
3e35fd11,c2e70208,a20dbd5e,2024-10-17,7:25,77,375.99,6,UPI,2.6
92e7eb43,2555af08,b3ded61b,2024-01-23,17:10,34,1002.5,6,COD,1.6
39fa90d3,45de4a55,3c503c40,2024-07-09,10:34,56,1545.14,8,Credit Card,3.8
22ddc48f,a961a847,f8e74269,2024-04-24,9:06,86,273,5,Wallet,2.4
53f06141,c030655d,5d8755de,2024-01-10,3:02,66,1527.56,4,UPI,2.4
b83e2dbc,a05e429d,7e2cac31,2024-02-26,9:33,48,160.83,6,COD,3.9
a418e3a5,951b096d,1d3b60ee,2024-07-19,18:46,56,194.66,9,COD,4.5
f72ef161,991915d7,5636f932,2024-11-03,5:14,59,694.62,7,Net Banking,3.4
46a3ac39,4c130690,900cc4fa,2024-04-28,3:49,23,810.82,1,Net Banking,1.2
e6d7b2d4,6436832c,7040dc56,2024-07-02,10:56,42,618.33,1,Credit Card,4.6
18add789,c059c9d3,aa06ac88,2024-09-21,10:59,22,1258.1,9,COD,1.6
e44c1611,14493b77,03ec759d,2024-02-13,13:15,49,1311.13,2,Wallet,2
4d87f23c,3751ee4c,219f2ec4,2024-03-16,17:00,27,543.55,4,Credit Card,2.5
39d189f2,8f1605c1,e5f5771f,2024-07-15,8:53,67,937.87,5,Net Banking,4.5
2d86f9ff,5eafb4ee,7d4aa4a5,2024-04-03,17:43,83,251.67,8,COD,2.2
502c8780,b12c27be,114aa5ac,2024-07-02,19:53,16,1300.45,3,UPI,3.9
a0fab3fa,5bf5607c,8f3c60ad,2024-07-18,2:27,80,147.18,9,COD,2.5
31075411,81aa2acc,2539094d,2024-02-14,8:13,49,1369.41,1,Wallet,3.3
14ec1124,39189b6c,82add8a6,2024-01-11,19:48,79,220.17,1,Wallet,2.8
4cedd580,c2dd51cf,301240c0,2024-08-09,7:19,46,227.82,4,Wallet,4.8
8094c892,14f8c226,fc45a301,2024-08-19,5:52,35,1312.41,1,Net Banking,3.2
407dbe2f,2fb269f9,b168f284,2024-03-28,16:25,44,1424.03,8,Wallet,2.9
0651c577,60723d0e,7963603a,2024-04-28,12:14,20,1233.7,1,COD,2.4
4c1ae0d9,84e6c455,fbba5b2c,2024-10-24,20:31,53,1909.53,4,Net Banking,2.7
c17e989b,ce863def,3e17da69,2024-03-04,8:57,71,212,8,Net Banking,1.5
79b7fec3,4622bca4,e72e3425,2024-03-28,20:14,46,399.59,7,UPI,1.3
307f100e,fdf67663,8269afde,2024-11-16,13:42,24,619.96,4,Wallet,3
262b1f3e,24efe3fc,0a4bec71,2024-09-21,1:59,88,1498.36,7,COD,2.3
91c6662c,6fa56b71,52150c5f,2024-12-09,21:41,18,659.56,7,COD,4.9
6dc279ac,8a76a7ee,d256cb90,2024-08-18,10:17,34,497.97,10,UPI,4.9
2915866a,127057ad,f4a1ec4e,2024-11-27,20:38,22,1733.84,1,UPI,4.8
22fb60c6,a8d593a1,cace2c32,2024-06-07,9:30,74,1728.65,4,Wallet,4.5
b2eb6adc,2ca4738c,e11506dd,2024-02-09,17:01,53,1038.01,1,COD,1.9
352fd2b8,dde6dac9,2bee945e,2024-08-04,19:41,90,659.21,2,Net Banking,3.8
13c0cdef,d6ee2ff4,e66b0871,2024-11-12,12:24,26,1384.81,3,Credit Card,3.5
7ef720d8,4b7d8a2a,8.98E+05,2024-02-22,12:11,69,622.09,7,Credit Card,3.7
9ae363dd,bf5bf6cd,6911d32c,2024-07-16,12:59,35,350.43,1,COD,2.7
7e7eee4a,ce114fee,ea776258,2024-07-03,17:10,54,1424.14,3,Net Banking,2.8
c65501b0,3146ef85,822fd9ad,2024-10-05,13:42,86,290.73,5,Wallet,2.3
81652fbf,6ca2cb4a,7e2e01d4,2024-08-09,4:55,43,126.15,1,UPI,4.7
41ed3b6a,fd7a63eb,9df29d01,2024-02-06,21:21,28,511.07,2,Credit Card,3.2
3b13bbee,ea5d7890,fc4bf019,2024-10-17,23:18,19,1910.7,2,Net Banking,3
2706f9c5,eb075302,305e25cf,2024-12-01,19:06,54,1714.35,9,Wallet,3.5
81ea7445,8fc1a811,82189a2b,2024-07-17,1:58,30,1453.6,10,Credit Card,2.4
0148e8f9,b0b312af,6eb337bb,2024-02-07,4:58,42,886.41,9,Credit Card,1.3
693c1ab7,71af43be,977a5766,2024-07-05,15:44,85,383.93,10,Wallet,3.1
6181f23d,51d37849,47d3e650,2024-11-11,5:14,39,521.84,5,UPI,3.2
236e3aa3,59b862ed,eca85a4c,2024-05-22,23:46,83,1050.42,3,Credit Card,2.1
7a56ca1c,70c91766,4dd5ac5c,2024-12-09,9:14,44,1269.09,10,COD,3.6
16a802c4,5b2f1c9a,e1dfcd89,2024-10-08,20:59,59,725.34,6,Credit Card,3.5
dc228e4c,951b096d,0c0a87ed,2024-08-20,3:17,40,1469.65,10,Net Banking,2.7
8722d65d,2c89fe67,34c85911,2024-04-25,23:16,59,259.06,2,COD,1.8
c44449d4,c5fe740c,cd194da8,2024-07-07,9:15,67,1350.37,6,Credit Card,2.3
c359962d,70f4dfa8,914f6dcd,2024-04-16,21:55,44,1614.24,3,UPI,3.3
dc6712da,8058c87e,42de9cb0,2024-04-21,5:37,25,936.75,5,Wallet,4.3
4ba464ee,6f8a9f60,8682e898,2024-11-28,11:50,46,211.22,7,UPI,3.1
c7ca5211,3d59878b,31c384da,2024-10-18,14:30,90,1865.92,4,COD,4.5
9b61b4c3,1c6eb160,4118dea2,2024-11-17,9:05,49,1648.41,8,Wallet,2.6
8c882fb3,6e1843fb,4f6e213b,2024-07-20,10:43,25,1925.63,3,UPI,3.3
345a8c7c,266301b8,dc3e0fe4,2024-05-03,14:17,22,1140.14,8,Wallet,2.8
c2c99382,7e7abb6c,da06b207,2024-11-22,14:51,82,413.49,2,Net Banking,1
0d1e9e1f,3751ee4c,b55e8634,2024-02-19,23:19,66,1956.11,3,COD,2.8
feba8a33,9ff72da6,0b488ea3,2024-10-25,7:46,86,123.7,3,Credit Card,2.3
d1248631,405ed20c,ed71125f,2024-04-21,19:38,75,785.04,10,Credit Card,3.9
ca92b3fd,ee9921ae,c13d3b45,2024-08-22,2:45,60,708.31,10,Net Banking,3.3
55bda270,c2dd51cf,542ffe6f,2024-03-15,12:08,25,128.12,6,Net Banking,3.7
f24dfbcc,d7b287a8,9dd6b766,2024-07-14,23:25,87,783.65,4,Wallet,4.8
06a9d6d8,d115b7b9,e52398d1,2024-09-27,13:27,60,901.75,6,Wallet,3.2
96907a20,14fc6669,64d3cb87,2024-01-07,23:52,60,523.33,1,Wallet,3.4
d7233c05,a8e96359,167c996b,2024-02-21,19:02,18,766.16,5,Wallet,3.6
2e10869b,06bbd4b4,af8d0870,2024-10-04,18:20,64,214.11,1,UPI,2
60e4a57d,bd7c2a0c,fe743337,2024-06-21,7:38,82,903.73,1,COD,3.4
fb0430cc,02df79eb,ef16c3d8,2024-02-27,15:43,29,1566.57,1,COD,3.1
095e22ad,d115b7b9,a3125f80,2024-05-15,10:26,17,302.63,7,Credit Card,3.2
f7ddfe40,bd3013d9,5bbe8c0d,2024-01-08,13:30,81,999.16,10,Net Banking,5
88e696b3,08ba20de,1d688a00,2024-05-02,11:14,58,221.1,3,Net Banking,3.9
fbccb44f,227aba32,789339fe,2024-11-10,11:56,55,1100.46,6,Net Banking,1.1
af2a5bdf,9b3e0802,c8e4b289,2024-12-14,5:17,66,409.3,1,Credit Card,2.6
a641b5c3,2555af08,5a264ba8,2024-08-06,10:06,29,1638.24,4,Net Banking,1.3
ed76d229,3da5daa9,3b969327,2024-09-08,13:11,57,464.6,6,Credit Card,4.5
8dc220ee,b9a1968c,2c91858a,2024-01-06,16:57,71,581.87,5,COD,1.9
7a4ea0ba,e1850efc,06c59844,2024-12-05,8:41,44,229.65,1,Net Banking,1.4
6db1cd90,bc4f828e,2dc6b158,2024-06-06,14:14,23,899.82,5,Credit Card,4.1
5581b6ff,e222e302,a24f0acf,2024-10-18,12:18,53,715.89,1,UPI,2.9
298c29d2,92f9c1c0,f6a8bc9c,2024-06-15,5:47,65,379.19,10,Credit Card,1.8
f14f89a5,0d392883,61b31379,2024-10-23,3:48,62,1722.74,2,Credit Card,2.5
